user_id,item_id,rating
2fb02560,e8883132-5,2
de1d3a1e,3a7449b5-2,3
3b240cf4,a9f02f8c-1,4
55f14e41,620721a3-e,4
99e8f646,0dc1a84f-d,5
1d2c993f,d332a849-4,4
8487fbc7,60fcaed7-7,2
793fa422,a0441877-3,4
d4104c7b,cc8b1c23-2,2
8b100551,f2c895cb-2,3
c292a2d7,598596a4-7,4
129e1ecd,86885061-1,2
83ec11b2,9bf78c9a-3,2
f94d89b9,e54a25c2-4,3
6ac71d68,cf29c7a3-8,5
a6c1a28f,c6347235-0,4
03632dc7,3c9a3ef2-d,4
180900bc,1f31c5f9-6,3
473dac31,95199ded-8,4
e878819f,9463ea85-8,2
247db661,4efbd6fd-1,4
8a55e87c,fb219753-e,3
bc1ed9fe,d1391498-e,4
925cb565,c95968a6-3,5
54f1cc93,63955182-b,4
8051cd77,c9b146c9-5,4
8a161e0a,a1878150-1,5
ae7b7c68,fde754b4-1,5
f648e9e7,090337cd-a,2
f508691b,ac287cf7-1,3
30eccf94,18c52147-6,1
616c7917,75aef9df-6,1
cfe50543,cc0cd40a-a,4
fd4c3384,2cfa9ec7-0,2
3b05ed95,f9ab318b-7,5
afc46410,9a5add4e-2,5
d8e74ba4,a5155b7e-c,3
aaab560b,c8124e78-4,2
117c47ed,5c0b6596-f,5
7c62af29,aaf35eae-2,4
c6bd342a,25cd002f-e,4
fc5078d2,86dccec4-a,1
3f4a4d51,25c1502c-f,5
fdf2e60c,e0d5b83a-3,2
7d0b041c,788e7cc6-6,4
0b37db24,33036bf9-b,2
99f7c009,1518f397-4,5
2c3663ad,0faf569e-1,3
0639e3bd,ae145df8-8,5
9488464d,1a48d1a4-7,2
f1cc2d2c,1eda0f3c-9,3
fd0e68a4,075c7e1a-a,1
f25a81cc,a526d0bf-9,1
3a2348ca,979b12da-c,3
345947ca,6a9280ea-2,4
df026444,87c9f24f-8,2
2e20a6a6,5655eb89-5,2
8e00f191,d767d45d-a,2
451f1008,e8d4ff23-6,5
b32cee07,b8375129-c,5
fda2a523,8a2d7d67-b,4
0d06b10b,f2dc543b-9,4
34cb1abe,fa44d09d-5,1
7be14799,b7a796cd-a,1
45ea58e2,dcb6da7a-7,3
89bb6db8,cec7eb10-1,2
6a796b7c,e716451f-f,2
aa6c6d33,7ef9e09f-b,5
3eb4bfdf,602bb15e-4,5
d6e39245,c534d5aa-5,3
d95237bb,bfc775a1-a,4
d2e8696a,2fd1ffe3-1,3
bc5c85a5,f9c10c74-8,3
18611bb6,136578f7-6,2
c70d89cf,706a6f3e-9,1
e5c11c0b,581fab2b-a,2
69467b7d,c7008243-5,3
028173ef,4efe9fdd-5,2
8bb4ff21,e4e13f0f-d,2
e8a90aab,a6212e2e-a,4
8db7dbb7,a28d5119-1,5
226d02cd,78ba3547-b,4
ff94d6ab,8243d88e-e,1
d20005d8,8f3a5380-9,1
7594c248,04284bd4-a,2
977da8a4,6d626cf9-1,1
1fd91234,66f17216-a,1
d7118880,8264844a-e,2
9c5742f5,ad1f054b-2,3
d5a74f3f,3d5fe14e-1,4
a3185b29,27fb556a-3,5
64272d22,38362f6f-1,5
b3659e63,35f1c343-b,2
c3030da8,100f5bd6-3,1
8dc4583b,e23f5984-b,3
d895edc8,85edc59a-c,2
5203df6d,625ff553-e,1
d4c421dd,c3fe6a0a-3,3
f7ad61b4,c1fa2667-b,4
361a60b8,d565ad1e-7,5
1624e787,7e5f9dad-d,3
9f887c1b,91e98516-d,3
3dd55fd2,1d206f3c-3,5
5430451c,769c6a76-6,4
9fd0f47d,9b6c0128-f,5
19dbc60e,d570140f-e,3
e87be34e,c8170aaa-e,5
f1dc18ef,3cd49ea6-1,3
d763b012,fb711bf3-4,1
0645a3b4,135f9af5-5,5
380397f3,43e4b99f-6,5
a91f12d4,317d65ec-f,3
5a02a69f,b44206d3-1,3
d6f46477,f9677a24-6,5
4a370dca,0614e833-2,3
4e3b823e,3c8d5057-5,1
8e6f1de2,624d50b3-3,1
bcb50e14,76d8a34e-b,4
d41d809e,1f2ee9a2-5,3
7b1d4411,03f4ca3b-8,4
cf64defc,e8f069f8-6,4
03560326,d3a6af1a-7,5
fc81d481,19c52cc9-5,4
646238e1,f0767145-7,4
7281a498,101ade60-3,4
4ec6ded9,cb17280c-0,3
a91d9f56,9885fa19-4,5
eaca4fa0,d31d0123-a,2
aafd3769,4cca89d4-4,5
c01d4d47,b3d1ba0f-3,2
4d2cd201,875caa36-1,1
20556324,eb873293-1,2
89166e96,5b444a16-4,2
4458ab6a,4462097e-3,5
b6b38943,e9dd6729-5,1
9a3a5585,82cc06cc-0,4
295576f0,fbe1f8ba-0,1
61f64557,c070b4b6-1,4
7a87f292,6341d191-8,2
8ddb0e80,87e5625f-c,5
dc0f7097,25a9c188-a,1
03f1774a,8adaa913-f,4
1943f27c,46a92f74-2,4
dd9f4e5f,37d88ca0-0,3
882bc61d,c7378104-f,2
3c669dc7,49ed6d0d-8,2
a998be79,46500eae-c,4
92a11c79,d701275e-9,1
06451796,584a7808-7,1
a94110ca,79a38003-0,1
2ba824ee,868c12ec-1,2
bac1284d,4d8fc1fb-3,5
54b16993,272d1c1e-d,3
192edd4e,bf98ce15-f,1
99781be9,a2f4cd32-3,5
9a9a07f5,1ff851f4-7,2
abb37032,605fd5fe-7,4
00e75d81,7150ff17-b,3
8355f413,df7cd075-2,2
a5bd8e47,b46bc60c-b,1
d7a17cb0,eb885daf-7,5
da787021,22ed0aa6-5,3
95cda985,d6276dee-6,1
51fe1422,6dc8bf66-f,2
e2d534fc,e4426847-7,2
f783772f,bcdaa92b-c,2
128b6828,63132048-a,2
284c8015,77363464-a,1
cca2b172,5e26e41d-1,1
f0241946,7d7d6526-3,3
7abecd58,7d1006e3-7,5
658e0882,f4dc1f9e-3,5
6d8a2a99,97a50e99-a,3
8f7a0b5d,3d3bc42d-c,2
6369a7c3,a7ddfd45-9,1
e71626bf,2c2faf85-a,2
9318bcd2,7efcfbc1-8,2
d9c4fc09,505d5a39-d,2
00209791,89fe8404-d,1
94ac8476,e2a6302f-9,3
b7618bd0,dc1f1f13-f,2
d9b8e81b,89ddf5fd-7,2
905c8be8,c979e542-7,5
31761a11,2166f519-9,2
359b71d4,fd8c870e-2,5
bfd771e4,e94d9977-3,4
b9168cc4,19f3b34c-3,2
d45a9dbe,c4910d2d-c,4
a12946ef,45f9b126-8,2
39963ecc,7b2b5520-9,5
3d8cd018,ab136d2e-f,1
db704f77,eedfbf75-6,2
723714c2,5697bb51-3,1
4ec2b2be,2ee16cb9-f,2
36e6f67c,22332c97-1,1
008384ad,c2a9a44a-4,2
490111ac,47f7d81c-2,3
0c1fae8d,04a731ad-f,3
1c34cc19,106c929a-7,1
6b305d69,fb8256e8-a,2
6af4e7e9,805daac9-0,1
42fe34af,1b911467-9,4
fe4d03cd,92ff2301-c,4
f4518d7a,c968f734-c,4
447148db,a952cd60-a,4
2d574c24,58473eef-4,4
68073337,45f6a7d5-8,3
86cbee34,21341a74-3,5
527b9c2d,ed14558a-7,5
3e3b26e1,9ffd92ed-4,5
ee2a2250,1878cf5a-b,1
0ef29560,78fc8fe3-6,2
f9e39387,025cebdc-b,2
df9db226,186cf076-b,3
d71147c9,0c602c0e-d,5
541f1998,4395c151-c,3
5f245ccc,4bf67e4a-1,4
376509b0,a2fdbbd6-3,5
ca0054f1,c4f7e6b0-9,4
77b6f008,4d57ddaa-d,4
bd42adcc,4a9db56e-b,2
cf924ab8,8cc9674f-9,3
ad923bb1,881ea42d-0,1
63b7cb47,d12bfdfa-c,4
5e31c73f,fab11646-d,3
b5dbe555,1524eaed-7,4
88f26a4e,87409d7f-6,2
320a04c7,12dec9d2-a,2
f85b8d3c,a5f0b72c-e,5
50540d6b,00cabebb-5,3
c84cf1d8,dc52dd90-9,2
4c71ecf8,9cc7d475-d,1
8dba0d32,ccaace6c-b,1
3855d9fa,353a3dfb-c,1
cb21c984,ed3c487d-3,2
d8b248a8,6088e242-d,5
2fcadb6b,54459852-1,3
dabe2577,44399f1d-0,4
6a77d021,adeb9832-4,5
722ed6bd,52de41ab-1,2
4769336c,ab11e8cb-a,3
d20bbc2b,65461fd8-0,2
0580edce,af0a95ad-9,5
6cec43d0,7b13c22d-e,1
b7936ac3,9f3985c8-e,3
1fb7f40c,654d10d0-a,3
19649d6c,cb073c91-8,2
191c2795,9d539845-5,3
223e1e33,6c517e1f-0,1
c1acaead,6e5bd6db-0,5
82041756,f8863647-9,5
8963cb6f,5771604f-4,4
bcc25218,40efd882-7,1
3b71545e,a4d41da0-b,1
fb73ed45,1f1d87d4-7,5
329b7c97,66140a6e-1,2
559fa173,7b67e89b-6,3
a1268df3,7df8467d-8,3
ddeec1fb,8a92200f-7,2
883b954f,9818c76a-8,4
3958d313,73871064-1,1
eeac60e5,5be37573-b,3
c04b4143,ca06715c-d,5
81704388,c92b0f0c-c,5
95912e32,9bb22a8b-a,1
d290f1f8,3d7c2710-7,4
ed543573,207d5b1e-8,4
62c9beef,f0074454-3,5
9a9e2f5b,4ad3c592-c,5
f602c02d,c3265e2a-f,5
4851e157,80b52540-7,2
2063936e,fd1ec13c-d,5
4852a573,b9bf1e92-b,3
33be8310,7e635ae5-c,4
35313885,e876784d-7,3
a614a195,791be972-6,2
abff895f,b99c3aa9-c,1
abc32e14,b14ddad9-e,5
de85b962,650cfb0b-7,3
f4d21e00,4800e623-9,5
6c851471,88556210-7,1
fc14a4b2,28a53034-3,4
0ffb9389,e960a759-3,1
0c9235c1,263982c9-a,5
20a19ba6,4a32c0a0-8,1
937d9e65,aff7f14b-0,3
5842f35e,11fb33c7-a,2
b2d5adaa,1990cfc9-5,2
2b33b2b6,e20f0e47-6,4
771a9563,fc294888-f,4
7580c1b1,289544ad-2,4
8b885340,5a4c2797-7,5
51363656,76639c92-e,2
2421a3f6,872b8abe-f,4
14f20acd,a90e4600-6,3
b9cfaba1,01f61e5d-d,4
ec6cf96c,3f220d8a-4,1
7c07bb17,a0a861a7-0,2
e70186b8,7e13033b-9,1
fd015934,b843f1a2-3,5
c27ce717,22c19343-0,3
8f7fbe97,58a12720-9,5
317a7a6a,02c35efa-3,4
fe2ddc82,9824cc72-0,2
095bcc91,36a204de-b,3
85d8fdfd,80b28ec1-1,5
912a636b,f0dc391c-b,4
75d6b929,8dfa80a9-a,3
2cc7ae37,b720ce22-f,3
ceb520d0,563623c6-f,3
d420adeb,09144443-b,4
158df4de,17cc8844-e,3
ebf19184,fc077491-6,3
ec38f4fa,0d2ea5a2-6,5
f8a02dac,c2e06025-6,2
53b0ac5a,bc80dadc-b,3
20eef2f5,e695e227-e,2
094b4804,deec827a-3,5
b871eb1f,a6a347dd-a,3
6565f641,9f0098a7-5,5
28eb571c,a6189391-d,3
8ef41c4f,34d122bf-5,1
8c990553,7b4233d2-d,3
a1099e85,bc8165dc-d,2
bdb0edfe,f12eee5a-c,1
d8970dd2,475d4cf1-c,5
0e09bb42,a3b21d1b-b,1
f893da7a,70b6b201-4,5
744e3383,7dd40ade-e,3
f4d0aa67,48231ccc-5,3
7cbe212a,4b41a5fc-3,3
ac02118a,2787e47c-9,3
f878e329,143dd678-7,2
ebd4488c,82b5be1c-d,1
635d1b34,66d84c63-e,5
e06e1b01,7b826100-c,2
7d7169a4,8f17be1c-d,3
f53931c3,2db00657-3,2
d833241e,ff777544-d,5
26525a44,5be07323-d,3
5efa07f9,7c691a42-9,5
84531d15,6ed3d2f3-3,3
73c7af6b,a72d9534-6,5
4d5cef27,94d72c63-f,2
bc30caa0,f5925221-d,5
e2f51045,d6f32dd8-f,4
2fdaa4b7,264cc6f2-b,3
ec750276,796274f4-9,5
b52a9a86,baf6af3a-2,2
d5fba1fa,54768b80-4,4
33c35bb2,77b44571-a,1
4f782125,98991933-6,3
815bb3e2,a315c8f4-1,5
7c123e25,71e34e7e-d,4
c4710669,4b0a0467-d,5
b486bdc0,ab545833-e,2
418f40d0,6c180001-8,4
a9291a98,60305bf5-b,3
c6e9c8a6,d3dc4ba6-3,3
3d31754b,e2c3e03c-f,4
0c74e0f0,87109b74-d,5
cf29466e,ed1adb23-e,4
2697b3d8,f163326a-e,2
3f298345,4c7cdc78-5,5
9a3d7a70,0ca0aa41-4,1
df980ec1,c5cc3ef2-7,3
fbf3b6d9,a57ea4d6-b,1
6b5e77c8,545a2eb9-d,4
91ed529f,3636152c-4,4
60560203,b75f0c2c-f,4
e426ec00,dce8b779-7,5
8a8e4d60,5b6f25c3-7,4
aab9ddbb,63ae55e3-c,2
c4d760c3,81a22f1c-4,4
d930502c,4583a4bf-b,4
ef9c5215,510084a8-1,5
9c5e398c,22eb5551-c,1
6ab927cc,94f6ab2a-a,2
789a89e9,9fbcb30e-3,2
8e1f81cd,2a410eda-f,2
e8e91d15,d0a161db-1,1
4401eb85,25ef6419-9,3
23b8db27,6f11ccc4-8,5
d279b7f1,5524ed33-7,2
88984c72,b278799f-b,5
718a642f,4ba7e11d-7,5
4bb60db5,f99b8f8a-c,3
ce7d898b,c8d049e0-d,1
4f99b5dc,44002de8-0,3
07fd6558,e77e1af7-5,1
0b385dfa,81dfd444-c,3
b0de127f,5f4bc204-f,1
56b9b6e6,1e2f69da-1,5
e3f9922a,7bf2973a-6,3
925202a4,52599214-3,2
2081a750,c9dde1e5-4,2
c7114204,946ec3fd-e,1
6d3d14a8,0be9c57e-b,5
e3a22f45,aaba4dcc-7,2
afd642ef,0169a3ab-a,5
160a70d8,73014b58-9,1
7a8fb819,d885509a-e,4
e831f6b4,808ca9d1-8,1
24d2a786,1dacee5b-e,4
fdcc0170,60dec6bb-a,2
faed997b,dcae4939-5,4
f1327a62,dbee7a4d-d,1
2c190d8c,037ddfe3-9,4
4b6d41b3,84be7a5a-2,5
9a1fa943,81899877-0,3
bfa5ca2e,c89c4459-0,1
85bd7667,feeeabdc-c,3
2c58e6ef,c3c887cb-a,4
709f2edd,1af0660f-c,4
f01b43f7,5e6ccb0a-7,3
f42d759a,18cc36c2-2,3
b1e17021,306ad08a-7,3
2ff6e11d,db0c8025-6,2
a6f6238c,9ca7c504-6,5
ca624bb4,69bcf5e6-c,2
6c8dad52,de178a79-4,2
44cf89f5,835c8ffe-7,2
7ea8278d,14272c92-f,2
078fcf7a,6af45722-8,3
76559d30,9229ec2c-a,1
9cf2ef37,74c0aea6-2,1
540687b1,26a7d768-2,4
4c258f55,1f8f04df-b,2
219cee6a,cab96b83-5,4
c15ed68c,774ad254-3,2
6304ddb4,1b7806c8-8,4
a742a6a5,d5175f47-8,4
e0b80ab2,d9c29578-e,5
48655454,cd65d18d-a,2
958d0fcb,49723911-b,1
637d8a7f,e124f0dc-9,4
22fef1b5,c2819460-a,5
9046c46f,3ebedb00-4,4
2e348747,6610b307-5,2
2f2a8b7a,d7790ef9-1,3
0021e458,44fb96a5-a,2
28bc186c,647df5b4-8,2
94cce708,a73807ae-d,4
47dfa10f,6406a187-e,5
f227caa1,134467bd-1,5
5ccab37f,08c3ba2b-2,1
f1d4d1d3,81312f44-7,5
259e5ade,641eeb23-2,4
e2356d8b,57d4489b-e,1
7f742f53,e61eaba4-4,5
b7529b08,351120fc-3,2
a38bba13,d65d0c73-0,4
0dc89ab7,d1f197aa-d,4
d3af2e02,650935e7-9,2
664ecafc,f965f3ef-d,5
32b21e58,184903ed-3,2
3379f7d2,d0f527a9-b,1
7cbec78e,085249b5-7,2
9a0612a5,1c05ddd2-1,4
ada22b55,2b0c246f-9,2
d0086a7f,631e9a74-1,5
27b48e7c,c96f4099-4,4
afbdd29f,43c1eda4-5,2
73a324ba,2b2b723a-0,3
67567200,abcdf90c-4,3
2ed9c959,78a16480-d,2
bc43c77d,5a098fec-d,5
e4d80260,d3fd1a35-2,3
ca73e3ea,441abad4-6,4
5c93bd47,2b2d1b01-d,4
1d5adb9d,0a406fe0-9,5
751f40ec,568ad177-d,4
7d4bb47e,68fb956a-8,2
90b0754f,d64ddbd5-c,4
ad0012f9,2bdb1ae5-9,3
17a03a8e,02895d3a-7,2
348b4f2e,c6be69d5-3,3
3d7f7e1e,0e1d89b5-2,3
edb89577,3be497cb-0,5
fd1013cd,4eaba910-8,5
2a21b2f5,7bfbfd94-7,2
e734cf71,099b46cb-1,2
c5bc43a2,a9b57c56-1,1
7f3ef01a,36f6022c-6,5
d09b44d1,10fcf229-3,2
25804b99,de5e986e-7,1
8b449287,26b61a09-1,4
06c442e0,1d3bb5fd-9,2
741e480b,0b938bcf-d,4
c4a4411c,8d5bccd1-3,2
b2423a79,6a9e51ec-b,2
59ace126,25458e74-d,5
5d2e84b4,b33afedd-a,3
6328bc7c,cf11150e-3,2
b4eb8cc7,84c9273b-5,4
6e95832f,d986c065-8,5
f627d9d5,2c14c5cd-a,4
b644e0d1,18df8182-6,4
f9cd4168,ec20f7ba-1,3
72c3e855,f367ee26-d,2
abd487a4,4d872e66-a,1
91bacb2f,0b9b177e-a,4
75272f5f,63799771-c,4
9e0fea41,fb8a4697-5,4
e4818739,3b188e25-6,4
6ddf61d1,d68623f3-f,4
d0936e56,5e4309df-9,1
ec022a3c,cb932ccc-5,5
be485d54,e594132a-a,4
87c33171,a0b69e5a-5,2
a374a7c5,db38b528-1,3
f54726e0,e75ab5dd-f,4
6e142ba6,cae07d8a-c,5
161325fd,0de2edaa-c,4
051133f8,ba2c4d0b-b,4
d80ab524,d1ea2388-0,2
842b3cac,9964a78a-f,1
78f9cc53,1bd34f46-f,3
295b35ad,5ade36b9-a,3
c5226913,b83f2b71-b,1
346f2c53,06b65d09-0,1
468925cf,036f2fe1-2,4
09ea71de,74744f71-4,1
99b59827,89625cd3-1,1
2a641c9d,ae8d3eae-6,4
4d08b875,210baeee-c,3
ad772c5a,840db3df-5,3
28223fc3,36e9439c-e,2
54274aa6,ad73b872-2,5
ca58b84f,83292e34-7,5
bb351881,86a55194-0,1
6dbd0f95,ab4ed7ce-a,3
29af7e68,aaefb8df-e,5
f85ad600,f07e1c4a-e,1
f49fc9d3,99c19952-1,4
b28f143f,093ae015-8,5
6184077e,081c5408-8,1
ac202a1f,6f9c6a73-0,1
01153d2e,2c6437d5-0,3
71205bd1,8d8504b9-2,3
23e8e15d,1943f09a-4,1
3ffa9cc6,8961518f-6,5
afbc0f86,1bb48f49-2,5
5fa7759a,ad3dd065-0,1
5d67c05b,23e94b32-e,5
d0032e78,9412f332-b,3
465c254b,d1db315e-8,4
45f92c91,cb403165-3,3
805c0b7d,4068c6cc-f,3
515fe1e7,759b4aed-d,2
ce69481e,f8103189-a,3
41889d65,26b7a7e9-d,5
3b85b7a7,e66a4d85-4,2
4c8e1f57,79a3bbca-d,4
cb429a91,0c60ae4e-f,5
33b289dd,16aa4a41-3,5
997c274b,e53da9e7-5,4
8abeed6e,1d60b62b-e,2
7210a0d9,13d2a56c-7,3
5f0349f1,16d121ec-a,1
bbb253a1,b80cc9c3-a,2
22dccae1,f7e0f6f0-f,5
effad494,efd11390-1,3
900e8f32,19603713-f,2
b38271c7,7c2e02c5-f,1
e1b810f9,e359b315-2,5
96bf93b2,42fdf304-9,5
efb78e51,9d0e8539-f,1
4b510e17,f0095bdf-b,3
b5cfa655,c0ecbccc-e,2
68412b52,10c04914-7,3
146e7249,5d4c0577-0,5
a3880ba0,58aa2a00-6,3
884075e5,575b7120-d,3
2e31f938,e3135ee0-b,2
48cf349d,dcce0ed9-3,2
c6a0ee2a,2e82b12b-e,5
618b72c3,9083dac4-8,5
0041710c,a9b75daf-4,5
5aa04d8b,9b2eb9f8-b,4
1a29d6ef,a604afd7-c,2
e44a3f1b,98bb0634-3,2
b13d6803,4c5d05af-4,1
efd66d9f,10f9fb68-2,2
635f84d0,b8265a41-6,3
76b1b3ab,3ad00ebe-5,1
29f39439,61a89e00-6,5
420ef393,5c344e7e-8,1
0eae163d,fdb8a7f4-c,2
f9ff1a48,7586ecdc-5,5
4c3cdcb6,1bbfa35f-1,1
1cbd0192,9c4d9173-9,5
86ee4f1e,3a0742ad-c,5
2736921c,80655c44-1,4
24615a11,fcd5caf1-3,1
6a2e43c7,c1a2396c-c,4
e8f282f4,bf0e5aab-7,2
084d1679,ae8de22c-f,2
851ee140,a4397891-6,4
f519fe50,0e60eaee-3,1
3ca822ba,2b2e8a4f-7,3
56cc761e,023a6d02-4,2
3c8bd82b,d41b9799-8,2
a7cae661,ec04ee8b-b,3
e0cfaad0,58f0bb2e-0,2
cd442b59,3f5fd069-8,3
c66e0a5f,634aa8eb-d,5
65fc7b42,c11cf3e8-4,4
b4391d08,27d825b4-e,5
c250ce58,0a113398-3,3
05619162,06506e6c-8,3
8e9b857f,dee40ad7-9,4
2f2e35cd,bd32ad96-9,5
e9786a6d,ad922c38-1,1
22ce90f0,253d232c-e,5
758b36b9,0e16bb68-d,2
b77c1e26,6a198ec0-3,5
fa0755c1,a80e01a6-4,3
dcf4a9c1,87786ea9-7,4
a453276f,1f7ef990-f,5
fb93fc53,9febb427-c,1
be4d0858,87f0d140-4,3
44898eb5,c756485e-5,5
f3bd0c9c,7c8cb492-9,1
a3609e3a,bf6ca00b-4,2
e2a4a7db,97f6e07b-a,4
8971789f,c46ba7fb-a,1
68f22075,d00045a5-7,4
ed4b302d,ecd83830-9,3
6de2894e,91e28e7b-b,4
723b2af2,68c330d6-1,4
2c36db95,8a241150-c,1
194aa278,d3076535-1,4
3575e317,e0b93f87-1,2
787738ba,956bb0df-7,1
104bedf9,5dfd69d9-d,2
7d92827a,df2752c8-3,1
22d18844,2f19e634-2,3
2f96ad99,75c9c188-a,3
63536a72,eff5b46d-f,3
751c5619,e436cd21-e,1
b07dfbd1,7d443016-7,1
f7126ee5,c6e8e685-2,2
0bade6a5,7f815c17-f,2
9b48b7a6,41de6e0b-3,3
0df32f0e,921d4f13-4,3
fa628d2b,8432da61-7,2
ed518f41,d19df4c1-7,1
ddcb54d3,eb72dd01-6,5
3c71e319,4fc43503-b,5
95517d12,5c194e4d-5,3
1886386b,8583655b-4,1
00333c7a,77eebc88-5,1
1ddc65f3,dc145f91-a,5
a2cffcc6,75d4498d-1,3
f3e197f3,4aab29e2-f,2
6bd8fa3a,aacdd2c4-c,5
1a2e9e50,d1247110-6,3
9e55c4c9,8227ea90-9,1
ee2735fb,4a86d1fb-3,5
4c20ca93,2f32fabd-6,3
f06f2d9e,8b31adf8-f,5
93ff499d,cd056501-f,4
464108ea,2c009751-7,3
1ec05b76,c3862bfa-7,3
775596cf,f2a45064-4,4
771b6628,7deb0c35-a,1
d6e6e405,3f2757b0-5,4
0b010741,b072608e-d,1
8566ac6e,d86224a6-5,4
fdc30694,c157dce7-a,5
84ad9f2a,c77431bc-6,1
56949334,680206e7-9,5
15eb948c,35c9ea9d-e,5
e8e7e07b,8298b8bb-a,3
02fb8772,ee387572-7,1
a7e884cf,50e481c0-5,2
a55c61e9,17c41fd0-2,4
82e33f7e,d831b4b9-c,3
5a9a1268,889d5066-d,3
4e1df27e,903cb2e0-3,2
72f4df65,e39375fe-c,3
04ef2f48,7121fc95-b,3
ae1b0a5d,adfc7a07-5,2
eabb8e22,a55367ed-0,4
ca48ec71,efa8cfb9-7,1
be753111,925e172b-3,5
4afdef19,b52f485a-a,4
02dde509,4ae93dc1-f,1
c1b4c7e7,e4c4fb8c-b,1
f8578999,edb15fad-1,2
4432a8ba,5c4eb084-f,4
ca6f4f5a,51a993a4-f,1
5b8004ef,228f3945-3,4
6c1cdb51,7c30f0b9-c,4
9e52ea4b,319ec9d3-3,5
7319919d,8701783e-b,1
9db42c1b,d8d5bbee-a,2
dd556e28,9bed94c1-4,5
a140c968,cdb2d37a-5,2
e8db0cc2,fd629be3-9,2
38007c77,b7c4ad12-d,4
c75e521c,9049ae69-3,5
8c8f2810,6acff5a9-7,2
6f386cf8,6f64c12e-e,3
11c8bf8b,5055970f-f,1
c6619369,c21445bf-b,3
687a8ef9,e6dbc8e3-b,2
add87525,3e468113-f,2
480be977,76aa1ea0-8,5
52b0c046,e94fcef7-e,3
17935504,96dad3eb-2,5
6bfea417,402f8310-9,2
25f8c79a,cc29b70c-9,5
2f07538e,564328a3-b,2
ef989073,d041bc6d-6,2
746e7b01,190f2c5a-4,3
e597f5d5,d5415a88-b,1
a65c3d6a,31b244c4-e,1
37610673,3154eee7-f,2
89c70f36,a5cfe885-e,4
53ac6649,39fae33a-1,1
dd3d04ab,d44a2095-d,4
415b6195,939d5107-f,1
a99176d1,364eca44-2,5
9fe834ec,0a7f521e-d,5
cd11f9ff,d3cf0826-b,2
a8e5730c,1f32d8cc-c,2
957b2713,a99dea2b-5,4
3fb7980a,d8eb9263-5,4
8fa5d77d,38cf2d1c-5,4
7de5db7c,4c7f1e50-b,5
01d6ef4f,842ffe80-1,4
61b0a56f,293a38fe-d,5
d81b895d,37d5ff11-d,4
4176fef0,b1877937-7,1
a669be47,a700768e-1,5
fc38d815,1e2d8f24-1,2
526f0441,a2638fa2-0,1
192f4b21,2dc07f56-1,2
6f0b1b90,531dde67-e,5
13c26270,8546c4a0-9,2
21e0291a,56e92b46-5,4
7c026f97,b8db29c2-8,1
2cac4c48,d36761e5-d,3
04549848,54a76b2a-1,5
486bec14,cf82e4f9-e,3
2c5dc3ec,8df2d84a-8,1
104cbed3,7ce62017-e,5
f2958613,570d72b8-e,2
3ddad16f,3230bb6d-2,4
b3801e1b,cc0deb02-8,3
caf9113b,a4d482bc-d,1
9795e31b,23f814dd-0,5
32196cbd,26fe9d8a-2,5
c9e6f7ce,8851dc3a-b,3
858696b6,8c3a1e6d-f,4
7b0c5a76,c908ffae-d,4
6266c8eb,1204b685-8,4
32001e61,cfdde875-f,4
69436d0b,6bab26fc-f,3
560370a9,fe92f8a3-b,3
3d46ebd4,e33efac7-7,5
3f68ed08,f01054be-4,4
878d3714,b41deede-e,1
69ca6114,08e2216f-5,2
bb9c024b,4f2ee81f-b,3
99776807,83154e70-7,2
312114bd,82a78612-e,1
21bb3317,434c53a0-b,1
9e6fdcc2,42d95dd7-9,2
c5a98dc4,76255c12-3,1
c8d53642,bac908ce-6,1
92770171,53007736-c,4
731fda80,e61f1ff4-c,3
e8ac7f4d,a536d3c3-c,4
96aad22f,ce2e6997-2,4
b17f30e1,59529419-b,2
a51af881,cb7235e5-6,1
d7517ae4,bc9dfe4a-6,4
360ae88b,0950f467-5,4
40d718b5,69c85c6c-4,2
932c8bf3,19394d50-9,1
998e790d,06057d1a-1,1
4d056465,9f25d201-2,1
316d6899,3f521c90-8,1
ff119d8e,db03816d-5,2
05b592f1,b5b87c28-8,3
d17ea8e2,b6a495f7-3,4
8033eca7,88463def-0,1
8d3641c7,cd387cb1-7,1
64b8eba5,d434ef75-f,1
ff482f56,5c71109f-d,5
91a63275,1a4d08fc-9,4
551a42ec,69e5ece3-0,3
ac582370,a0aee878-0,1
c5a6ecbd,dde8b508-8,5
b85d890a,78c2c072-a,3
4f915eae,18dbb72e-4,5
0a017e5a,f9e78c04-0,4
e86cf289,bab0e53c-1,3
dc5953be,d8f5d269-b,3
36cd4e86,3d9f2988-2,4
f007a18c,17e4ef98-9,3
fa0641b0,eca7c8f5-7,1
4c8025bd,b25e6146-5,4
ff985431,873a1c84-4,1
348cf1e9,f0aa6c04-d,1
1c4f3915,f1d4ba1b-c,4
1b0d38af,24762d59-0,3
d627f474,99bb9054-c,5
6b1202f1,2ae18f21-9,3
d1574c62,2a124c4b-6,4
0a3a6c62,96122269-e,4
952255c3,c7e00823-9,4
194fe55b,b902f571-4,3
519d967d,1251f351-5,2
f1f41f6b,0de4281d-7,2
1b4d6975,27bd0cd5-0,1
c7be3edf,43adcdc7-3,3
71b9e86e,7ffbe709-f,4
dd2c6eea,4c89d93f-f,3
ef63128f,af4922af-0,1
1e8db66c,097b7e8b-0,1
a95a20a0,d4f0c64c-7,1
5a406d56,506b541e-e,1
