item_id,category,price,discount,recency
347bc94b-6,Electronics,307.25,10,189
176b24ce-d,Books,83.16,0,371
bc2a8a1a-0,Beauty,33.33,10,164
1587d0c4-b,Books,96.23,20,285
2a339668-e,Clothing,246.49,15,245
afd38630-0,Books,414.86,50,371
33d1d69e-5,Electronics,87.2,5,197
d86c4787-2,Electronics,15.67,5,476
c8ee38d3-1,Beauty,396.59,15,348
380bf7e8-2,Books,64.47,15,224
a7e4d8b4-9,Books,364.19,10,364
74a43ff7-2,Beauty,265.86,15,198
4cc35f1a-1,Clothing,202.03,25,254
7c011ded-7,Toys,340.26,5,477
a6326e35-d,Clothing,84.13,30,368
05c97ccd-6,Home & Kitchen,72.96,5,246
e10f1782-1,Home & Kitchen,412.27,20,252
90ea4fe6-d,Electronics,16.08,30,411
b7e948d3-5,Beauty,13.43,10,395
7f6906b4-0,Sports,375.79,30,390
a8594906-d,Books,184.8,30,211
bea3dc50-a,Toys,15.56,10,462
a6166130-b,Sports,197.79,30,437
581a41f1-b,Books,175.77,25,352
b28c2240-7,Beauty,174.56,0,218
6f0fcbd8-e,Beauty,279.38,20,431
e101ab76-7,Clothing,129.52,25,173
2c1cd7b8-c,Clothing,125.93,20,320
57b27e03-4,Books,78.34,25,325
eb0596ff-1,Sports,23.85,20,202
4913cc97-2,Home & Kitchen,209.44,15,434
bb6469a8-e,Electronics,291.97,15,449
fda470b8-1,Electronics,401.11,5,244
0b4350eb-5,Books,335.49,0,224
d8f3686a-3,Clothing,58.24,50,479
30b35209-e,Toys,164.37,30,437
c29aa4a8-f,Beauty,99.36,5,257
5e9900af-f,Sports,351.99,10,225
676d7645-b,Books,365.39,5,289
ba8a075e-b,Toys,12.32,10,464
a9cf9e47-1,Sports,355.88,5,464
84478b2a-7,Beauty,462.7,15,217
f3fa141b-a,Clothing,308.66,5,187
3316625a-a,Sports,155.2,30,362
329af66f-e,Beauty,143.63,25,470
efd0a0a2-6,Clothing,23.78,5,366
d474e7e9-2,Electronics,365.38,50,271
4b0562d6-6,Sports,156.89,50,271
2ab12e1b-6,Books,429.37,50,181
ef5c107c-f,Home & Kitchen,197.66,15,208
0bb5397d-8,Beauty,167.31,20,476
868803c9-8,Toys,494.3,20,474
f6a07190-8,Home & Kitchen,115.09,10,257
51393037-0,Sports,140.42,0,337
4c529cb5-6,Home & Kitchen,263.55,50,171
581977ad-e,Home & Kitchen,23.62,15,373
05a68613-e,Clothing,181.26,50,308
38210005-e,Books,389.82,25,248
a1ca6a6d-5,Sports,347.3,0,294
7b2f61cf-4,Books,73.29,0,241
468994c4-8,Electronics,308.09,0,415
7cb9f116-e,Clothing,341.04,10,476
9bba74d0-a,Clothing,268.87,10,233
1d561c87-f,Electronics,30.54,25,361
3b16bf75-a,Toys,326.97,20,341
aa8da6fc-a,Sports,143.47,25,327
576781f7-3,Books,243.15,50,197
6eb3c1f2-9,Home & Kitchen,422.47,15,185
17546bcb-2,Books,243.06,10,270
bb5744d0-b,Home & Kitchen,179.92,25,479
f254b403-8,Books,95.75,5,355
842dd0ce-5,Electronics,398.4,10,324
8300126f-c,Toys,447.35,0,352
2a4a8474-e,Home & Kitchen,481.84,5,244
524bb820-b,Toys,112.69,15,413
d9daf14f-5,Electronics,466.59,50,376
68912f50-f,Toys,37.83,5,200
95991863-9,Beauty,197.76,0,184
fb79fc41-8,Sports,308.9,30,381
203a42f4-5,Home & Kitchen,169.15,0,409
c42c9409-d,Sports,220.98,30,342
0c0daeec-a,Home & Kitchen,218.58,5,267
84d390d3-6,Clothing,259.42,20,390
118c14a6-4,Toys,369.33,5,304
1a38d99a-4,Electronics,424.82,50,455
f5f63eca-8,Sports,426.82,20,397
ef1c4943-2,Clothing,50.89,20,314
b2240a4c-f,Toys,362.6,20,348
5284add4-d,Clothing,150.55,25,471
9150cb0b-4,Beauty,48.18,50,211
13ac4c2d-9,Beauty,138.64,20,204
6acf0b33-c,Electronics,274.22,25,407
d13af207-3,Beauty,327.53,30,454
6087024c-4,Clothing,477.1,15,165
4361fa36-a,Beauty,213.97,50,187
cb7f85a2-c,Sports,305.91,20,231
d1231bbf-f,Books,109.77,10,165
ac5c0b1b-5,Beauty,42.93,0,177
e3fbbb68-6,Books,387.69,25,223
1b1beeb3-3,Sports,64.68,30,290
e2579884-9,Home & Kitchen,55.0,15,201
7c632a2e-c,Toys,261.36,10,281
3fffb302-7,Home & Kitchen,415.54,10,421
0d81cb5b-8,Sports,291.5,25,255
887204fc-0,Books,56.4,5,243
166a45a2-c,Toys,63.96,5,227
567355fa-3,Home & Kitchen,246.62,0,334
2d4ef699-f,Books,61.7,5,431
5e93104b-a,Books,434.51,15,289
00fcb9c0-8,Clothing,350.78,10,310
ec4cfda5-5,Books,137.81,10,185
cc021b5e-8,Beauty,18.74,5,223
10e8a4f7-b,Toys,457.22,5,210
2c91e42a-6,Toys,233.57,0,255
5978f0ff-1,Electronics,136.96,25,181
7e336240-1,Clothing,440.6,25,363
e526dc06-e,Electronics,267.99,5,178
6d1515e6-3,Beauty,80.57,25,367
22678cd9-e,Sports,417.36,0,441
9aaae28d-d,Electronics,294.52,10,462
6cfb4a90-6,Sports,375.0,20,423
fa76eccc-7,Sports,60.63,25,405
c0d8e8ab-4,Clothing,214.26,10,462
84b8e40f-6,Home & Kitchen,131.08,50,373
a123f1a2-e,Clothing,395.41,10,260
bc32e509-c,Electronics,477.0,25,275
cacf1f1e-3,Electronics,314.34,50,414
0c58c336-9,Clothing,232.51,20,440
5c0ef37f-2,Books,306.61,20,362
a4399143-2,Beauty,271.74,30,403
7ba3966b-5,Sports,363.52,30,447
e1224f77-9,Electronics,304.33,50,485
4f25c1c1-a,Beauty,403.2,10,466
30571c6b-a,Electronics,317.23,30,315
e7b4c53e-1,Home & Kitchen,325.63,50,381
ad74ed86-b,Electronics,443.94,5,354
7fdb1426-8,Books,105.16,5,246
26488257-8,Home & Kitchen,95.11,20,221
0ab77e86-e,Toys,231.11,20,168
9d8e1e52-1,Home & Kitchen,89.92,50,463
1d77c7af-3,Home & Kitchen,293.2,50,439
4116b831-2,Electronics,171.28,30,182
f0ed22c9-3,Beauty,476.57,5,219
b82fe130-6,Sports,323.84,30,439
1f12847c-d,Sports,430.99,30,289
53b4de6e-9,Home & Kitchen,74.43,15,428
dc45d710-7,Clothing,390.11,0,402
abd19d27-0,Beauty,311.55,25,479
b709f015-d,Toys,136.17,10,319
1856f48e-9,Beauty,290.57,5,175
30c6766f-3,Beauty,465.37,50,238
e5167a38-0,Home & Kitchen,98.93,0,182
39394899-d,Sports,468.2,10,172
c5b6f5f8-7,Books,146.93,20,202
047680b7-4,Toys,481.22,5,176
962ce4b9-9,Home & Kitchen,51.83,50,201
38515136-8,Books,221.27,30,264
f8a7b3cb-a,Clothing,39.97,20,323
1cb6afbc-4,Beauty,219.61,15,406
326dc1f5-9,Sports,153.68,25,283
2c0caa2e-4,Clothing,393.56,25,283
bade74aa-4,Clothing,27.49,20,363
e797ba11-c,Home & Kitchen,279.28,5,332
9a56685d-c,Electronics,77.45,20,351
8dff29eb-7,Sports,226.49,10,208
0a39406a-e,Beauty,111.14,0,398
21918b6b-3,Sports,323.64,50,450
52f65655-f,Books,235.75,20,265
cad3fdda-e,Home & Kitchen,40.1,5,482
183ca096-f,Home & Kitchen,379.07,20,209
6b5e75a3-9,Electronics,25.28,5,243
3ed75263-6,Toys,340.18,20,450
284503ec-c,Home & Kitchen,10.37,5,196
41e93c18-6,Clothing,334.28,30,419
e8883132-5,Beauty,160.13,15,459
3a7449b5-2,Sports,223.01,25,232
a9f02f8c-1,Clothing,330.76,10,170
620721a3-e,Sports,345.47,25,457
0dc1a84f-d,Books,404.19,15,427
d332a849-4,Clothing,328.44,10,214
60fcaed7-7,Books,152.84,5,370
a0441877-3,Sports,353.96,10,334
cc8b1c23-2,Clothing,151.55,10,168
f2c895cb-2,Clothing,412.92,50,419
598596a4-7,Clothing,326.52,10,424
86885061-1,Electronics,198.45,25,342
9bf78c9a-3,Electronics,132.31,10,194
e54a25c2-4,Electronics,359.46,50,432
cf29c7a3-8,Books,466.36,25,229
c6347235-0,Beauty,368.62,25,406
3c9a3ef2-d,Home & Kitchen,374.41,20,307
1f31c5f9-6,Electronics,408.46,50,182
95199ded-8,Toys,252.68,0,260
9463ea85-8,Books,302.72,50,205
4efbd6fd-1,Electronics,335.31,25,229
fb219753-e,Books,253.05,20,346
d1391498-e,Sports,482.4,50,388
c95968a6-3,Beauty,384.44,10,226
63955182-b,Toys,340.43,30,333
c9b146c9-5,Toys,323.46,10,301
a1878150-1,Clothing,495.35,30,350
fde754b4-1,Toys,422.7,0,222
090337cd-a,Books,183.06,30,262
ac287cf7-1,Sports,439.67,50,351
18c52147-6,Electronics,40.86,30,283
75aef9df-6,Books,131.99,50,216
cc0cd40a-a,Clothing,264.43,0,444
2cfa9ec7-0,Sports,152.63,30,288
f9ab318b-7,Toys,435.67,0,176
9a5add4e-2,Books,458.34,0,191
a5155b7e-c,Electronics,201.3,5,407
c8124e78-4,Toys,221.53,30,196
5c0b6596-f,Sports,475.5,10,174
aaf35eae-2,Beauty,293.84,15,238
25cd002f-e,Sports,367.27,25,252
86dccec4-a,Beauty,89.92,25,264
25c1502c-f,Electronics,422.91,10,367
e0d5b83a-3,Electronics,276.94,50,326
788e7cc6-6,Home & Kitchen,408.28,25,281
33036bf9-b,Electronics,146.46,5,290
1518f397-4,Home & Kitchen,389.59,10,265
0faf569e-1,Electronics,273.61,30,453
ae145df8-8,Sports,373.25,10,379
1a48d1a4-7,Home & Kitchen,120.24,30,242
1eda0f3c-9,Sports,195.46,0,306
075c7e1a-a,Sports,18.99,5,391
a526d0bf-9,Books,124.31,50,315
979b12da-c,Clothing,233.95,10,264
6a9280ea-2,Toys,291.38,10,229
87c9f24f-8,Electronics,108.86,5,191
5655eb89-5,Beauty,201.42,20,337
d767d45d-a,Home & Kitchen,129.48,15,162
e8d4ff23-6,Beauty,475.59,20,198
b8375129-c,Sports,471.4,30,242
8a2d7d67-b,Books,279.07,10,423
f2dc543b-9,Home & Kitchen,373.45,30,426
fa44d09d-5,Clothing,89.77,10,228
b7a796cd-a,Sports,102.51,20,438
dcb6da7a-7,Sports,246.87,10,264
cec7eb10-1,Sports,163.15,5,341
e716451f-f,Books,221.52,30,173
7ef9e09f-b,Electronics,411.81,5,356
602bb15e-4,Clothing,466.18,0,446
c534d5aa-5,Toys,446.49,50,311
bfc775a1-a,Beauty,259.36,5,373
2fd1ffe3-1,Clothing,261.74,30,218
f9c10c74-8,Beauty,226.02,5,432
136578f7-6,Electronics,149.94,20,252
706a6f3e-9,Books,44.18,30,444
581fab2b-a,Electronics,94.83,0,285
c7008243-5,Sports,313.21,30,170
4efe9fdd-5,Clothing,249.86,50,255
e4e13f0f-d,Sports,250.31,50,387
a6212e2e-a,Sports,330.56,15,384
a28d5119-1,Clothing,377.06,5,262
78ba3547-b,Toys,337.91,5,362
8243d88e-e,Toys,52.16,10,430
8f3a5380-9,Toys,95.61,30,262
04284bd4-a,Sports,155.98,20,351
6d626cf9-1,Electronics,18.56,15,192
66f17216-a,Electronics,26.86,15,190
8264844a-e,Home & Kitchen,202.35,30,313
ad1f054b-2,Electronics,263.22,15,251
3d5fe14e-1,Clothing,298.79,15,423
27fb556a-3,Clothing,457.07,0,469
38362f6f-1,Electronics,442.46,0,176
35f1c343-b,Electronics,255.81,50,414
100f5bd6-3,Electronics,32.89,0,204
e23f5984-b,Clothing,251.88,10,463
85edc59a-c,Electronics,120.68,15,233
625ff553-e,Sports,30.21,10,202
c3fe6a0a-3,Books,246.17,5,262
c1fa2667-b,Toys,329.85,10,309
d565ad1e-7,Toys,437.06,0,273
7e5f9dad-d,Home & Kitchen,204.0,5,242
91e98516-d,Books,207.44,20,437
1d206f3c-3,Home & Kitchen,463.6,25,410
769c6a76-6,Home & Kitchen,359.03,25,197
9b6c0128-f,Books,384.7,15,204
d570140f-e,Electronics,298.02,25,350
c8170aaa-e,Clothing,400.84,10,383
3cd49ea6-1,Electronics,464.71,50,270
fb711bf3-4,Beauty,16.11,15,329
135f9af5-5,Books,484.74,30,468
43e4b99f-6,Toys,365.33,5,415
317d65ec-f,Electronics,176.01,0,295
b44206d3-1,Clothing,464.89,50,208
f9677a24-6,Clothing,401.8,10,161
0614e833-2,Clothing,210.96,15,440
3c8d5057-5,Toys,67.54,20,477
624d50b3-3,Books,31.73,5,213
76d8a34e-b,Electronics,298.26,20,422
1f2ee9a2-5,Sports,247.86,20,333
03f4ca3b-8,Clothing,362.83,30,376
e8f069f8-6,Books,476.64,50,348
d3a6af1a-7,Sports,388.38,5,442
19c52cc9-5,Sports,337.33,15,201
f0767145-7,Books,494.14,50,176
101ade60-3,Sports,455.94,30,397
cb17280c-0,Beauty,221.53,0,268
9885fa19-4,Books,461.56,20,241
d31d0123-a,Electronics,168.59,20,331
4cca89d4-4,Clothing,482.74,5,335
b3d1ba0f-3,Books,200.93,30,449
875caa36-1,Clothing,18.84,0,317
eb873293-1,Home & Kitchen,109.89,15,382
5b444a16-4,Electronics,98.61,0,398
4462097e-3,Electronics,459.61,10,333
e9dd6729-5,Electronics,28.61,10,378
82cc06cc-0,Toys,378.85,20,347
fbe1f8ba-0,Beauty,78.87,5,309
c070b4b6-1,Beauty,362.99,15,297
6341d191-8,Sports,198.38,25,417
87e5625f-c,Books,471.66,5,321
25a9c188-a,Clothing,68.68,30,205
8adaa913-f,Books,289.83,10,317
46a92f74-2,Sports,343.43,25,416
37d88ca0-0,Toys,196.34,5,405
c7378104-f,Books,183.04,30,335
49ed6d0d-8,Sports,182.28,20,233
46500eae-c,Toys,329.94,15,279
d701275e-9,Home & Kitchen,50.63,50,344
584a7808-7,Sports,40.61,30,222
79a38003-0,Home & Kitchen,73.19,30,319
868c12ec-1,Electronics,140.84,25,422
4d8fc1fb-3,Clothing,460.17,15,164
272d1c1e-d,Toys,248.71,15,306
bf98ce15-f,Electronics,33.88,10,414
a2f4cd32-3,Books,464.05,20,358
1ff851f4-7,Electronics,180.19,30,252
605fd5fe-7,Beauty,329.78,10,222
7150ff17-b,Sports,336.05,30,417
df7cd075-2,Toys,95.06,5,319
b46bc60c-b,Beauty,94.97,30,302
eb885daf-7,Beauty,443.0,5,352
22ed0aa6-5,Sports,230.09,15,475
d6276dee-6,Toys,65.75,0,276
6dc8bf66-f,Clothing,116.39,25,435
e4426847-7,Books,315.16,50,312
bcdaa92b-c,Sports,133.14,25,177
63132048-a,Home & Kitchen,167.4,10,232
77363464-a,Clothing,43.48,25,250
5e26e41d-1,Electronics,14.54,5,369
7d7d6526-3,Sports,302.08,25,387
7d1006e3-7,Home & Kitchen,474.64,5,212
f4dc1f9e-3,Toys,496.29,15,220
97a50e99-a,Electronics,397.3,50,181
3d3bc42d-c,Beauty,284.26,50,196
a7ddfd45-9,Toys,146.22,50,395
2c2faf85-a,Beauty,134.41,20,358
7efcfbc1-8,Toys,277.93,50,372
505d5a39-d,Toys,175.25,30,206
89fe8404-d,Toys,12.14,15,352
e2a6302f-9,Books,333.82,30,210
dc1f1f13-f,Books,125.36,30,199
89ddf5fd-7,Electronics,109.9,15,280
c979e542-7,Clothing,473.91,30,199
2166f519-9,Electronics,294.36,50,284
fd8c870e-2,Clothing,460.68,10,448
e94d9977-3,Home & Kitchen,362.96,10,212
19f3b34c-3,Beauty,95.3,5,241
c4910d2d-c,Books,259.1,0,322
45f9b126-8,Books,205.38,30,311
7b2b5520-9,Clothing,370.12,10,472
ab136d2e-f,Home & Kitchen,97.7,15,466
eedfbf75-6,Home & Kitchen,306.03,50,432
5697bb51-3,Toys,72.75,20,383
2ee16cb9-f,Clothing,186.26,20,165
22332c97-1,Toys,16.7,50,416
c2a9a44a-4,Toys,191.15,50,321
47f7d81c-2,Sports,232.55,25,322
04a731ad-f,Home & Kitchen,234.62,15,377
106c929a-7,Electronics,31.72,20,305
fb8256e8-a,Electronics,159.29,0,283
805daac9-0,Clothing,30.68,50,234
1b911467-9,Books,285.83,10,307
92ff2301-c,Clothing,311.67,15,211
c968f734-c,Electronics,277.94,5,238
a952cd60-a,Books,368.42,20,291
58473eef-4,Home & Kitchen,379.22,15,287
45f6a7d5-8,Electronics,265.27,25,427
21341a74-3,Home & Kitchen,369.05,5,308
ed14558a-7,Beauty,493.7,20,413
9ffd92ed-4,Beauty,499.65,10,279
1878cf5a-b,Beauty,31.78,15,332
78fc8fe3-6,Toys,145.1,25,477
025cebdc-b,Toys,163.27,25,282
186cf076-b,Toys,223.69,20,240
0c602c0e-d,Beauty,417.94,0,393
4395c151-c,Home & Kitchen,270.76,30,447
4bf67e4a-1,Beauty,497.52,50,400
a2fdbbd6-3,Sports,348.59,5,223
c4f7e6b0-9,Electronics,362.5,10,232
4d57ddaa-d,Home & Kitchen,411.6,30,169
4a9db56e-b,Books,206.82,30,321
8cc9674f-9,Books,161.64,0,199
881ea42d-0,Sports,27.22,20,239
d12bfdfa-c,Beauty,310.78,5,445
fab11646-d,Toys,227.18,5,227
1524eaed-7,Home & Kitchen,383.65,15,345
87409d7f-6,Home & Kitchen,153.01,10,414
12dec9d2-a,Sports,202.59,30,246
a5f0b72c-e,Electronics,464.92,15,439
00cabebb-5,Toys,241.52,5,297
dc52dd90-9,Clothing,153.55,30,481
9cc7d475-d,Electronics,52.37,50,225
ccaace6c-b,Beauty,83.47,20,458
353a3dfb-c,Clothing,56.54,50,212
ed3c487d-3,Books,200.97,25,436
6088e242-d,Electronics,458.08,10,389
54459852-1,Home & Kitchen,284.25,20,376
44399f1d-0,Beauty,329.64,15,485
adeb9832-4,Books,407.43,5,245
52de41ab-1,Clothing,141.16,5,432
ab11e8cb-a,Beauty,291.79,20,428
65461fd8-0,Electronics,211.17,50,297
af0a95ad-9,Clothing,461.66,20,206
7b13c22d-e,Sports,71.33,20,385
9f3985c8-e,Sports,208.52,15,414
654d10d0-a,Toys,251.47,25,382
cb073c91-8,Sports,249.57,50,277
9d539845-5,Home & Kitchen,327.6,30,210
6c517e1f-0,Home & Kitchen,79.12,50,478
6e5bd6db-0,Beauty,419.33,20,404
f8863647-9,Sports,485.37,15,189
5771604f-4,Electronics,381.37,20,297
40efd882-7,Electronics,43.97,10,281
a4d41da0-b,Sports,18.83,25,194
1f1d87d4-7,Sports,407.91,10,316
66140a6e-1,Electronics,242.01,50,345
7b67e89b-6,Toys,284.88,30,399
7df8467d-8,Books,277.39,20,311
8a92200f-7,Electronics,93.6,0,481
9818c76a-8,Electronics,300.06,0,375
73871064-1,Clothing,34.36,5,327
5be37573-b,Toys,258.4,25,185
ca06715c-d,Clothing,347.13,5,163
c92b0f0c-c,Home & Kitchen,480.8,25,176
9bb22a8b-a,Home & Kitchen,92.03,20,283
3d7c2710-7,Clothing,341.83,5,420
207d5b1e-8,Electronics,354.66,30,209
f0074454-3,Books,441.84,25,203
4ad3c592-c,Home & Kitchen,481.86,5,258
c3265e2a-f,Books,382.18,10,369
80b52540-7,Clothing,161.02,30,310
fd1ec13c-d,Toys,477.48,0,187
b9bf1e92-b,Books,301.17,25,169
7e635ae5-c,Home & Kitchen,428.08,30,321
e876784d-7,Electronics,260.66,30,213
791be972-6,Books,126.22,0,466
b99c3aa9-c,Books,15.04,25,416
b14ddad9-e,Home & Kitchen,474.05,20,344
650cfb0b-7,Home & Kitchen,261.58,30,448
4800e623-9,Sports,484.13,30,180
88556210-7,Beauty,73.24,10,479
28a53034-3,Clothing,342.32,20,465
e960a759-3,Home & Kitchen,69.64,20,217
263982c9-a,Books,407.48,5,256
4a32c0a0-8,Electronics,99.49,20,287
aff7f14b-0,Toys,330.6,30,248
11fb33c7-a,Books,90.77,5,341
1990cfc9-5,Beauty,130.13,10,162
e20f0e47-6,Books,441.92,30,367
fc294888-f,Electronics,256.51,0,313
289544ad-2,Sports,392.04,20,418
5a4c2797-7,Home & Kitchen,496.82,0,375
76639c92-e,Electronics,206.43,25,308
872b8abe-f,Sports,278.41,5,174
a90e4600-6,Toys,221.23,25,271
01f61e5d-d,Toys,253.31,5,187
3f220d8a-4,Beauty,85.36,50,220
a0a861a7-0,Clothing,122.21,20,285
7e13033b-9,Sports,40.02,50,345
b843f1a2-3,Sports,482.59,15,348
22c19343-0,Clothing,343.71,50,421
58a12720-9,Books,407.74,5,379
02c35efa-3,Books,274.57,10,386
9824cc72-0,Home & Kitchen,181.18,20,456
36a204de-b,Books,301.21,30,214
80b28ec1-1,Sports,378.97,0,187
f0dc391c-b,Home & Kitchen,291.57,15,230
8dfa80a9-a,Sports,374.81,50,380
b720ce22-f,Books,285.95,20,210
563623c6-f,Electronics,309.01,25,191
09144443-b,Sports,499.96,50,249
17cc8844-e,Electronics,376.17,50,209
fc077491-6,Toys,189.0,10,215
0d2ea5a2-6,Sports,471.23,20,441
c2e06025-6,Books,108.88,15,291
bc80dadc-b,Home & Kitchen,176.92,0,181
e695e227-e,Beauty,172.71,25,376
deec827a-3,Toys,403.23,5,178
a6a347dd-a,Books,224.05,10,367
9f0098a7-5,Beauty,458.94,0,412
a6189391-d,Home & Kitchen,186.09,0,316
34d122bf-5,Toys,94.02,20,469
7b4233d2-d,Toys,178.71,5,200
bc8165dc-d,Home & Kitchen,138.31,10,361
f12eee5a-c,Beauty,61.62,15,467
475d4cf1-c,Sports,493.04,0,409
a3b21d1b-b,Clothing,93.28,15,273
70b6b201-4,Toys,459.49,15,483
7dd40ade-e,Home & Kitchen,246.03,15,354
48231ccc-5,Electronics,172.66,0,239
4b41a5fc-3,Clothing,233.2,20,351
2787e47c-9,Toys,304.79,30,216
143dd678-7,Books,124.42,0,176
82b5be1c-d,Electronics,27.16,10,386
66d84c63-e,Sports,420.22,0,438
7b826100-c,Beauty,187.72,30,443
8f17be1c-d,Toys,363.56,50,362
2db00657-3,Clothing,256.97,50,440
ff777544-d,Toys,389.7,10,394
5be07323-d,Home & Kitchen,242.13,30,458
7c691a42-9,Beauty,415.0,5,346
6ed3d2f3-3,Toys,205.38,10,233
a72d9534-6,Electronics,402.37,0,274
94d72c63-f,Toys,130.6,0,417
f5925221-d,Clothing,401.02,15,354
d6f32dd8-f,Electronics,376.07,30,341
264cc6f2-b,Books,361.79,50,219
796274f4-9,Electronics,477.51,25,193
baf6af3a-2,Toys,209.1,50,271
54768b80-4,Toys,367.38,15,316
77b44571-a,Beauty,49.99,20,399
98991933-6,Home & Kitchen,223.13,5,397
a315c8f4-1,Clothing,481.77,10,239
71e34e7e-d,Toys,333.36,10,428
4b0a0467-d,Books,460.93,20,375
ab545833-e,Home & Kitchen,198.84,50,276
6c180001-8,Books,335.09,20,199
60305bf5-b,Books,410.41,50,332
d3dc4ba6-3,Electronics,393.83,50,252
e2c3e03c-f,Electronics,398.76,30,361
87109b74-d,Clothing,455.43,15,319
ed1adb23-e,Toys,352.31,20,208
f163326a-e,Sports,166.63,30,422
4c7cdc78-5,Sports,362.57,5,334
0ca0aa41-4,Books,96.73,25,208
c5cc3ef2-7,Sports,420.31,50,422
a57ea4d6-b,Sports,56.1,25,233
545a2eb9-d,Sports,349.84,15,290
3636152c-4,Books,358.31,15,461
b75f0c2c-f,Toys,361.61,15,363
dce8b779-7,Electronics,450.48,5,174
5b6f25c3-7,Books,330.31,15,198
63ae55e3-c,Electronics,151.85,15,323
81a22f1c-4,Clothing,276.74,0,316
4583a4bf-b,Toys,345.43,15,204
510084a8-1,Books,389.96,15,343
22eb5551-c,Home & Kitchen,16.18,5,179
94f6ab2a-a,Books,226.93,30,161
9fbcb30e-3,Electronics,116.1,10,317
2a410eda-f,Toys,216.97,50,335
d0a161db-1,Electronics,33.25,5,401
25ef6419-9,Electronics,181.56,0,259
6f11ccc4-8,Clothing,350.58,0,232
5524ed33-7,Clothing,222.11,50,428
b278799f-b,Beauty,445.45,15,181
4ba7e11d-7,Home & Kitchen,449.09,25,177
f99b8f8a-c,Beauty,206.19,0,197
c8d049e0-d,Home & Kitchen,19.55,5,324
44002de8-0,Home & Kitchen,211.62,0,282
e77e1af7-5,Electronics,152.24,50,373
81dfd444-c,Toys,222.36,0,282
5f4bc204-f,Home & Kitchen,95.92,25,376
1e2f69da-1,Beauty,335.09,0,247
7bf2973a-6,Toys,241.25,20,333
52599214-3,Sports,123.91,25,171
c9dde1e5-4,Beauty,170.1,15,240
946ec3fd-e,Sports,12.24,10,442
0be9c57e-b,Electronics,496.29,10,429
aaba4dcc-7,Beauty,214.77,50,321
0169a3ab-a,Electronics,453.64,5,328
73014b58-9,Toys,63.98,25,247
d885509a-e,Toys,343.35,20,222
808ca9d1-8,Toys,46.68,20,471
1dacee5b-e,Toys,269.06,10,211
60dec6bb-a,Sports,145.91,15,363
dcae4939-5,Electronics,300.96,0,352
dbee7a4d-d,Toys,83.67,10,466
037ddfe3-9,Toys,491.44,50,423
84be7a5a-2,Electronics,436.45,20,249
81899877-0,Sports,177.91,5,287
c89c4459-0,Toys,53.69,20,357
feeeabdc-c,Toys,179.55,10,170
c3c887cb-a,Toys,348.31,15,324
1af0660f-c,Sports,301.91,0,215
5e6ccb0a-7,Clothing,227.08,15,442
18cc36c2-2,Home & Kitchen,330.53,50,380
306ad08a-7,Electronics,286.47,25,330
db0c8025-6,Electronics,130.6,10,395
9ca7c504-6,Electronics,465.45,15,209
69bcf5e6-c,Clothing,117.74,20,306
de178a79-4,Electronics,265.67,50,419
835c8ffe-7,Books,95.18,0,178
14272c92-f,Clothing,101.4,5,416
6af45722-8,Home & Kitchen,309.63,25,235
9229ec2c-a,Sports,147.6,50,363
74c0aea6-2,Clothing,77.64,25,169
26a7d768-2,Beauty,407.12,20,408
1f8f04df-b,Books,173.32,10,291
cab96b83-5,Beauty,335.86,20,243
774ad254-3,Home & Kitchen,110.52,10,390
1b7806c8-8,Beauty,300.6,15,200
d5175f47-8,Books,312.78,15,187
d9c29578-e,Clothing,499.91,30,349
cd65d18d-a,Home & Kitchen,170.31,20,396
49723911-b,Sports,78.11,25,269
e124f0dc-9,Electronics,305.34,15,205
c2819460-a,Sports,426.79,15,202
3ebedb00-4,Home & Kitchen,375.73,25,393
6610b307-5,Sports,163.86,25,293
d7790ef9-1,Electronics,203.98,10,367
44fb96a5-a,Sports,145.31,15,467
647df5b4-8,Clothing,221.16,30,383
a73807ae-d,Toys,256.42,0,332
6406a187-e,Sports,431.38,0,421
134467bd-1,Sports,345.75,0,311
08c3ba2b-2,Beauty,96.68,30,442
81312f44-7,Clothing,438.0,5,180
641eeb23-2,Sports,272.29,0,299
57d4489b-e,Toys,84.09,5,413
e61eaba4-4,Clothing,432.25,0,357
351120fc-3,Beauty,179.62,50,280
d65d0c73-0,Electronics,302.95,15,248
d1f197aa-d,Toys,345.41,10,297
650935e7-9,Books,167.63,25,483
f965f3ef-d,Sports,436.92,20,173
184903ed-3,Toys,168.92,10,258
d0f527a9-b,Toys,42.14,25,361
085249b5-7,Sports,178.91,30,470
1c05ddd2-1,Electronics,322.75,15,445
2b0c246f-9,Toys,123.27,30,251
631e9a74-1,Sports,361.29,5,347
c96f4099-4,Home & Kitchen,275.42,10,427
43c1eda4-5,Books,321.92,50,299
2b2b723a-0,Home & Kitchen,292.11,30,241
abcdf90c-4,Sports,444.49,50,168
78a16480-d,Beauty,182.13,50,386
5a098fec-d,Beauty,412.71,20,450
d3fd1a35-2,Sports,235.28,25,350
441abad4-6,Home & Kitchen,309.9,5,458
2b2d1b01-d,Beauty,327.07,5,353
0a406fe0-9,Sports,459.22,0,172
568ad177-d,Books,323.0,0,231
68fb956a-8,Home & Kitchen,170.44,15,319
d64ddbd5-c,Electronics,354.49,30,161
2bdb1ae5-9,Electronics,277.17,30,484
02895d3a-7,Sports,169.69,20,319
c6be69d5-3,Home & Kitchen,209.19,20,460
0e1d89b5-2,Home & Kitchen,258.78,15,393
